U10,Ruling Cabinet - Start,Name,Start Year,End Year,Retirement Year,Ideology,Personality,Loyalty,Picturename,X
18500,Head of State,Percival P. Baxter,1936,1964,1999,6,Popular Figurehead,Medium,Percival_P_Baxter,x
18501,Head of Government,Wilbur Lucius Cross,1936,1964,1999,3,Corporate Suit,Medium,Wilbur_Lucius_Cross,x
18502,Foreign Minister,Dean Acheson,1936,1964,1999,2,Iron Fisted Brute,Medium,Dean_Acheson,x
18503,Minister of Armament,Owen Brewster,1936,1964,1999,6,Resource Industrialist,Medium,Owen_Brewster,x
18504,Minister of Security,Jasper McLevy,1936,1964,1999,2,Man of the People,Medium,Jasper_McLevy,x
18505,Head of Military Intelligence,Leslie Groves,1936,1964,1999,3,Logistics Specialist,Medium,Leslie_Groves,x
18506,Chief of Staff,Dean Acheson,1936,1964,1999,2,school of defence,Medium,Dean_Acheson,x
18507,Chief of Army,Robert H. Thayer,1936,1964,1999,3,static defence doctrine,Medium,Robert_H_Thayer,x
18508,Chief of Navy,Harry G. Hamlet,1936,1964,1999,3,Open Seas Doctrine,Medium,Harry_G_Hamlet,x
18509,Chief of Air Force,Peter H. Dominick,1940,1964,1999,3,Army Aviation Doctrine,Medium,Peter_H_Dominick,x
,Replacements,,,,,,,,,x
18510,Head of State,Owen Brewster,1936,1964,1999,6,Insignificant Layman,Medium,Owen_Brewster,x
18511,Head of Government,Styles Bridges,1936,1964,1999,6,Corporate Suit,Medium,Styles_Bridges,x
18512,Foreign Minister,Ralph H. Cameron,1936,1964,1999,6,General Staffer,Medium,Ralph_H_Cameron,x
18513,Minister of Armament,Charles R. Clason,1936,1964,1999,6,Resource Industrialist,Medium,Charles_R_Clason,x
18514,Minister of Security,Burton M. Cross,1936,1964,1999,6,Silent Lawyer,Medium,Burton_M_Cross,x
18515,Head of Military Intelligence,Arthur Robinson Gould,1936,1964,1999,6,Political Specialist,Medium,Arthur_Robinson_Gould,x
18516,Chief of Staff,Hugh Joseph Gaffey,1936,1964,1999,3,School of Mass Combat,Medium,Hugh_Joseph_Gaffey,x
18517,Head of Government,Daniel J. Tobin,1936,1964,1999,2,Corporate Suit,Medium,Daniel_J_Tobin,x
18518,Chief of Navy,Mary Sears,1936,1964,1999,3,Open Seas Doctrine,Medium,Mary_Sears,x
18519,Chief of Air Force,Stuart Symington,1936,1964,1999,6,Undistinguished Suit,Medium,Stuart_Symington,x
18520,Head of State,Paul Douglas,1936,1964,1999,2,Die-hard Reformer,Medium,Paul_Douglas,x
18521,Head of Government,George H. Moses,1936,1964,1999,4,Political Protege,Medium,George_H_Moses,x
18522,Foreign Minister,Frederick Hale,1936,1964,1999,3,Iron Fisted Brute,Medium,Frederick_Hale,x
18523,Minister of Armament,Horace A. Hildreth,1936,1964,1999,3,Resource Industrialist,Medium,Horace_A_Hildreth,x
18524,Minister of Security,Carl E. Milliken,1936,1964,1999,2,Compassionate Gentleman,Medium,Carl_E_Milliken,x
18525,Head of Military Intelligence,Edward C. Moran; Jr,1936,1964,1999,4,Technical Specialist,Medium,unknown,x
18526,Head of Military Intelligence,Robert H. Thayer,1936,1964,1999,3,Naval Intelligence Specialist,Medium,Robert_H_Thayer,x
18527,Foreign Minister,Robert H. Thayer,1936,1964,1999,3,the cloak n dagger schemer,Medium,Robert_H_Thayer,x
18528,Chief of Navy,William Veazie Pratt,1936,1964,1999,3,Decisive Naval Battle Doctrine,Medium,William_Veazie_Pratt,x
18529,Head of State,George Lincoln Rockwell,1936,1964,1999,9,Stern Imperialist,Medium,George_Lincoln_Rockwell,x
18530,Foreign Minister,Scott Nearing,1936,1964,1999,3,Undistinguished Suit,Medium,Scott_Nearing,x
18531,Head of Government,Frances Perkins,1936,1964,1999,2,Political Protege,Medium,Frances_Perkins,x
18532,Head of State,Nelson Rockefeller,1936,1964,1999,5,Powerhungry Demagogue,Medium,Nelson_Rockefeller,x
18533,Head of Government,Edith Nourse Rogers,1936,1964,1999,2,Naive Optimist,Medium,Edith_Nourse_Rogers,x
18534,Minister of Security,Frederick G. Payne,1936,1964,1999,4,Silent Lawyer,Medium,Frederick_G_Payne,x
18535,Foreign Minister,Frank Sandford,1936,1964,1999,8,Apologetic Clerk,Medium,Frank_Sandford,x
18536,Chief of Staff,Margaret Chase Smith,1936,1964,1999,5,School of Manoeuvre,Medium,Margaret_Chase_Smith,x
18537,Foreign Minister,John Hay Whitney,1936,1964,1999,4,General Staffer,Medium,John_Hay_Whitney,x
18538,Chief of Navy,Wallace H. White,1936,1964,1999,3,Base Control Doctrine,Medium,Wallace_H_White,x
18539,Chief of Staff,Sherman Adams,1936,1964,1999,6,Undistinguished Suit,Medium,Sherman_Adams,x
18540,Head of State,Steven Tracy Byington,1936,1964,1999,1,Die-hard Reformer,Medium,unknown,x
18541,Head of Government,David Dellinger,1936,1964,1999,1,Happy Amateur,Medium,David_Dellinger,x
18542,Foreign Minister,John Barrett,1936,1964,1999,3,Great Compromiser,Medium,John_Barrett,x
18543,Minister of Armament,Ralph Flanders,1936,1964,1999,6,Resource Industrialist,Medium,Ralph_Flanders,x
18548,Chief of Army,Hugh Joseph Gaffey,1936,1964,1999,3,Armoured Spearhead Doctrine,Medium,Hugh_Joseph_Gaffey,x
18549,Head of State,John F. Kennedy,1948,1964,1999,4,Autocratic Charmer,Medium,JFK,x
18550,Minister of Security,Ralph Nader,1958,1964,1999,3,Silent Lawyer,Very High,Ralph_Nader,x
18551,Chief of Air Force,Joe Kennedy Jr.,1948,1964,1999,3,Naval Aviation Doctrine,Very high,Joe_Kennedy_Jr,x
18552,Chief of Air Force,John W. Vogt,1948,1964,1999,6,Naval Aviation Doctrine,Medium,John_W_Vogt,x
18553,Chief of Air Force,Paul W. Airey,1942,1964,1999,3,Air Superiority Doctrine,Medium,Paul_W_Airey,x
18554,Chief of Army,Laurence C. Craigie,1936,1964,1999,3,Armoured Spearhead Doctrine,Medium,Laurence_C_Craigie,x
18555,Chief of Air Force,Donald L. Harlow,1936,1964,1999,3,Air Superiority Doctrine,Medium,Donald_L_Harlow,x
18556,Minister of Security,Robert F. Kennedy,1958,1964,1999,4,Crime Fighter,Very high,Robert_F_Kennedy,x
18557,Foreign Minister,Joseph Kennedy Sr.,1936,1964,1999,5,Great Compromiser,Very high,Joe_Kennedy_Sr,x
18558,Head of Government,Joseph Kennedy Sr.,1936,1964,1999,5,Political Protege,Medium,Joe_Kennedy_Sr,x
18559,Minister of Armament,Warren Draper,1936,1964,1999,5,Resource Industrialist,Very high,kai_warrndrp,x
18560,Head of State,Frank Hague,1936,1964,1999,3,Die-hard Reformer,Very high,kai_frnkhgue,x
18561,Head of Government,James Shanley,1936,1964,1999,3,Political Protege,Very high,kai_jmsshnl,x
18562,Head of State,Millard Tydings,1936,1964,1999,3,Die-hard Reformer,Very high,kai_millrdtdns,x
18563,Head of Government,William Benton,1936,1964,1999,3,Happy Amateur,Very high,kai_wllmbntn,x
18564,Head of Government,John M. Butler,1936,1964,1999,6,Happy Amateur,Very high,kai_jhnmbttlr,x
18565,Head of State,John D. Rockefeller Jr.,1940,1964,1999,5,Popular Figurehead,Very high,kai_jhndrckfrj,x
18566,Head of State,Joseph Kennedy Jr.,1940,1964,1999,5,Insignificant Layman,Very high,kai_jsphknndj,x
18567,Foreign Minister,Owen Brewster,1936,1964,1999,6,Great Compromiser,Medium,Owen_Brewster,x
18568,Head of Government,Henry C. Lodge Jr.,1940,1964,1999,5,Happy Amateur,Medium,kai_hnrcbbtldgj,x
