U06,Ruling Cabinet - Start,Name,Start Year,End Year,Retirement Year,Ideology,Personality,Loyalty,Picturename,X
584001,Head of State,Earl Kemps Long,1936,1964,1999,6,Popular Figurehead,High,M573001,x
584002,Head of Government,Richard Webster Leche,1936,1964,1999,6,Naive Optimist,High,M573002,x
584003,Foreign Minister,Ransome Judd Williams,1936,1964,1999,6,Apologetic Clerk,High,M573003,x
584004,Minister of Armament,Spessard Lindsay Holland,1936,1964,1999,6,Air Superiority Proponent,Medium,M573004,x
584005,Minister of Security,Paul Burney Johnson Sr.,1936,1964,1999,6,Silent Lawyer,Medium,M573005,x
584006,Head of Military Intelligence,Robert G. Cherry,1936,1964,1999,6,Industrial Specialist,Medium,M573006,x
584007,Chief of Staff,William S. Graves,1936,1964,1999,6,School of Mass Combat,Medium,M573007,x
584008,Chief of Army,Henry Jouett,1936,1964,1999,6,Elastic Defence Doctrine,Medium,M573008,x
584009,Chief of Navy,Edward I. Bourne,1936,1964,1999,6,Indirect Approach Doctrine,Medium,M573009,x
584010,Chief of Air Force,Kenneth Walker,1936,1964,1999,6,Army Aviation Doctrine,Medium,M573010,x
584011,Foreign Minister,Sam Houston Jones,1941,1964,1999,6,The Cloak N Dagger Schemer,High,M573011,x
584012,Foreign Minister,Clyde Roark Hoey,1942,1964,1999,6,Biased Intellectual,High,M573012,x
584013,Foreign Minister,Eugene Talmadge,1942,1964,1999,6,Iron Fisted Brute,High,M573013,x
584014,Foreign Minister,John C.B. Ehringhaus,1943,1964,1999,6,General Staffer,High,M573014,x
584015,Foreign Minister,James Houston Davies,1945,1964,1999,6,Ideological Crusader,High,M573015,x
584016,Foreign Minister,Chauncey Sparks,1945,1964,1999,6,Great Compromiser,High,M573016,x
584017,Minister of Armament,Harry Hill McAllister,1937,1964,1999,6,Infantry Proponent,Medium,M573017,x
584018,Minister of Armament,David Bibb Graves,1937,1964,1999,8,laissez-faire capitalist,Medium,M573018,x
584019,Minister of Armament,Carl Bailey,1938,1964,1999,6,Strategic Air Proponent,Medium,M573019,x
584020,Minister of Armament,Junius M. Futtrell,1939,1964,1999,6,Resource Industrialist,Medium,M573020,x
584021,Minister of Armament,Colgate W. Darden Jr.,1940,1964,1999,6,Administrative Genius,Medium,M573021,x
584022,Minister of Armament,Burnett Rhett Maybank,1940,1964,1999,6,Air to Ground Proponent,Medium,M573022,x
