U35,Ruling Cabinet - Start,Name,Start Year,End Year,Retirement Year,Ideology,Personality,Loyalty,Picturename,X
,Replacements,,,,,,,x
75911200,Head of State,Paramasiva Subbarayan,1936,1964,1999,4,unpopular president,High,M911200,x
75911201,Head of Government,Srinivasa Iyengar,1936,1964,1999,4,Ambitious Union Boss,High,M911201,x
75911202,Foreign Minister,Paramasiva Subbarayan,1936,1964,1999,4,Great Compromiser,High,M911200,x
75911203,Minister of Armament,R. N. Arogyasamy Mudaliar,1936,1964,1999,4,Resource Industrialist,High,M911203,x
75911204,Minister of Security,Muthiah Mudaliar,1936,1964,1999,4,Silent Lawyer,High,M911204,x
75911205,Chief of Staff,Kodandera Thimayya,1936,1964,1999,6,School of Defence,Low,M59095,x
75911206,Chief of Army,Kodandera Thimayya,1936,1964,1999,6,Elastic Defence Doctrine,Low,M59095,x
75911207,Chief of Navy,Ram Dass Katari,1947,1964,1999,4,Power Projection Doctrine,Medium,M59019,x
75911208,Chief of Air Force,Ravindra Darshan Singh,1936,1964,1999,4,Carpet Bombing Doctrine,High,M59118,x
75911209,Head of State,S. Satyamurti,1936,1964,1999,4,Stern Imperialist,High,M911210,x
75911210,Head of Government,C. Rajagopalachari,1936,1964,1999,3,Flamboyant Tough Guy,High,M911211,x
75911211,Foreign Minister,S. Satyamurti,1936,1964,1999,4,Ideological Crusader,High,M911210,x
75911212,Minister of Armament,V.V. Giri,1936,1964,1999,4,Resource Industrialist,High,M911213,x
75911213,Minister of Security,Paramasiva Subbarayan,1936,1964,1999,4,Crime Fighter,High,M911200,x
75911214,Head of State,Periyar Ramasavy,1936,1964,1999,6,Powerhungry Demagogue,High,M911215,x
75911215,Head of Government,A.T. Pannirselvam,1936,1964,1999,6,Political Protege,High,M911216,x
75911216,Foreign Minister,Periyar Ramasavy,1936,1964,1999,6,Iron Fisted Brute,High,M911215,x
75911217,Minister of Armament,Kurma Venkata,1936,1964,1999,6,Administrative Genius,High,U35Nai,x
75911218,Minister of Security,Bezawada Ramachandra,1936,1964,1999,6,Compassionate Gentleman,High,M911219,x
75911219,Head of State,C. Rajagopalachari,1936,1964,1999,3,Die-hard Reformer,High,M911211,x
75911220,Head of Government,V.V.S. Aiyar,1936,1964,1999,2,Political Protege,High,U35Aiy,x
75911221,Foreign Minister,C. Rajagopalachari,1936,1964,1999,3,Ideological crusader,High,M911211,x 
75911222,Minister of Security,V.O. Chidambaram,1936,1964,1999,2,Compassionate gentleman,High,M911223,x
75911223,Head of Military Intelligence,Bezawada Ramachandra,1936,1964,1999,6,Dismal Enigma,High,M911219,x
75911224,Head of Military Intelligence,Muthiah Mudaliar,1936,1964,1999,4,Dismal Enigma,High,M911204,x
75911225,Minister of Security,M. Patanjali Sastri,1936,1964,1999,7,Crime Fighter,High,U35Pat,x
75911226,Head of Military Intelligence,Annepu Parasuramdas Patro,1936,1964,1999,7,Political Specialist,High,U35Ann,x
75911227,Foreign Minister,C.S. Ranga Iyer,1936,1964,1999,6,Great Compromiser,High,U35CSR,x 
75911228,Head of State,Sri Ramakrishna Ranga Rao,1936,1964,1999,7,Autocratic Charmer,High,U35Ram,x
75911229,Head of Government,V. T. Krishnamachari,1936,1964,1999,7,Flamboyant Tough Guy,High,U35Kri,x
75911230,Chief of Staff,Sri Ramakrishna Ranga Rao,1936,1964,1999,7,School of Psychology,Low,U35Ram,x
75911231,Chief of Army,Sri Ramakrishna Ranga Rao,1936,1964,1999,7,Guns and Butter Doctrine,Low,U35Ram,x
75911232,Head of State,Rettamalai Srinivasan,1936,1964,1999,2,Benevolent Gentleman,High,U35Ret,x
75911233,Minister of Armament,M. A. Muthiah Chettiar,1936,1964,1999,7,Bank President,High,U35Mut,x
75911234,Foreign Minister,S. Rm. M. Annamalai Chettiar,1936,1964,1999,7,Biased Intellectual,High,U35Uhm,x
