U08,Ruling Cabinet - Start,Name,Start Year,End Year,Retirement Year,Ideology,Personality,Loyalty,Picturename,X
551600,Head of State,Albert Lebrun,1936,1964,1999,4,Barking Buffoon,High,M2001,x
551601,Head of Government,Albert Sarraut,1936,1964,1999,4,Happy Amateur,High,M2002,x
551602,Foreign Minister,Pierre Etienne Flandin,1936,1964,1999,4,Ideological Crusader,Low,M2003,x
551603,Minister of Armament,Vincent Auriol,1936,1964,1999,4,Administrative Genius,High,M2004,x
551604,Minister of Security,Marx Dormoy,1936,1964,1999,4,Compassionate Gentleman,Medium,M2005,x
551605,Head of Military Intelligence,Joseph Paganon,1936,1964,1999,4,Political Specialist,Medium,M2006,x
551606,Chief of Staff,Maurice Gamelin,1936,1964,1999,4,School of Fire Support,Very High,M2007,x
551607,Chief of Army,Maurice Gamelin,1936,1964,1999,4,Static Defence Doctrine,Very High,M2007,x
551609,Chief of Air Force,Victor Denain,1936,1964,1999,4,Carpet Bombing Doctrine,Medium,M2010,x
551610,Head of State,Vincent Auriol,1947,1964,1999,4,Autocratic Charmer,High,M2004,x
551611,Head of State,Daniel Mayer,1944,1964,1999,3,Weary Stiffneck,High,M2023,x
551612,Head of State,Maurice Thorez,1936,1964,1999,0,Powerhungry Demagogue,High,M2011,x
551614,Head of State,Jean de Bourbon,1938,1964,1999,7,Benevolent Gentleman,High,M2032,x
551615,Head of Government,Léon Blum,1936,1964,1999,3,Naive Optimist,High,M2033,x
551616,Head of Government,Felix Gouin,1940,1964,1999,3,Smiling Oilman,High,M2034,x
551617,Head of Government,Paul Ramadier,1947,1964,1999,3,Ambitious Union Boss,High,M2035,x
551618,Head of Government,Camille Chautemps,1937,1964,1999,4,Silent Workhorse,High,M2036,x
551619,Head of Government,Edouard Daladier,1938,1964,1999,3,Naive Optimist,High,M2037,x
551621,Head of Government,Georges Bidault,1946,1964,1999,5,Old General,High,M2039,x
551622,Head of Government,Pierre Laval,1936,1964,1999,6,Flamboyant Tough Guy,High,M2040,x
551623,Head of Government,André Marie,1938,1964,1999,6,Happy Amateur,High,M2041,x
551624,Head of Government,Edouard Herriot,1940,1964,1999,6,Naive Optimist,High,M2042,x
551625,Head of Government,Antoine Henri Queuille,1941,1964,1999,6,Corporate Suit,High,M2043,x
551626,Head of Government,Jacques Duclos,1936,1964,1999,0,Backroom Backstabber,High,M2012,x
551627,Head of Government,Marcel Cachin,1938,1964,1999,0,Silent Workhorse,High,M2017,x
551629,Head of Government,Jean-Marie Lattre de Tassigny,1938,1964,1999,6,Old General,High,M2047,x
551630,Foreign Minister,Joseph Paul Boncour,1938,1964,1999,3,Ideological Crusader,Medium,M2049,x
551631,Foreign Minister,Pierre Comert,1941,1964,1999,3,The Cloak N Dagger Schemer,Medium,M2050,x
551632,Foreign Minister,Léon Blum,1947,1964,1999,3,Apologetic Clerk,Very High,M2033,x
551633,Foreign Minister,Yvon Delbos,1936,1964,1999,4,Biased Intellectual,Medium,M2048,x
551634,Foreign Minister,Georges Bonnet,1938,1964,1999,4,Iron Fisted Brute,Medium,M2053,x
551635,Foreign Minister,Edouard Daladier,1939,1964,1999,3,Great Compromiser,High,M2037,x
551637,Foreign Minister,George Bidault,1941,1964,1999,5,General Staffer,High,M2039,x
551638,Foreign Minister,Pierre Laval,1936,1964,1999,6,Great Compromiser,Undying,M2040,x
551639,Foreign Minister,Antoine Henri Queuille,1941,1964,1999,6,Iron Fisted Brute,High,M2043,x
551640,Foreign Minister,René Charron,1944,1964,1999,6,Apologetic Clerk,Medium,M2059,x
551641,Foreign Minister,Pierre Henri Watier,1947,1964,1999,6,Biased Intellectual,Medium,M2060,x
551642,Foreign Minister,René Lucien Massigli,1943,1964,1999,6,The Cloak N Dagger Schemer,High,M2061,x
551643,Foreign Minister,Marcel Cachin,1936,1964,1999,0,Biased Intellectual,Very High,M2017,x
551644,Foreign Minister,Marcel Gitton,1940,1964,1999,0,Apologetic Clerk,Medium,M2020,x
551645,Foreign Minister,Laurent Casenove,1943,1964,1999,0,Great Compromiser,Medium,M2064,x
551646,Foreign Minister,Jacques Duclos,1947,1964,1999,0,Ideological Crusader,Very High,M2012,x
551647,Foreign Minister,Maurice Bourges-Maunoroy,1938,1964,1999,7,General Staffer,High,M2066,x
551648,Minister of Armament,Edouard Daladier,1937,1964,1999,3,laissez-faire capitalist,Low,M2037,x
551649,Minister of Armament,Jean Louis Barthou,1938,1964,1999,3,Military Entrepreneur,Medium,M2069,x
