U21,Ruling Cabinet - Start,Name,Start Year,End Year,Retirement Year,Ideology,Personality,Loyalty,Picturename,X
8500,Head of State,Olier Mordrel,1936,1964,1999,8,Powerhungry Demagogue,Medium,M8500,x
8501,Head of Government,François Debauvais,1936,1964,1999,8,Ambitious Union Boss,Medium,M8501,x
8502,Foreign Minister,François Taldir-Jaffrenou,1936,1964,1999,4,Ideological Crusader,Medium,M8502,x
8503,Minister of Armament,Camille Le Mercier d’Erm,1936,1964,1999,7,Theoretical Scientist,Medium,M8503,x
8504,Minister of Security,Loeiz Andouard,1936,1964,1999,8,Prince of Terror,Medium,M8504,x
8505,Head of Military Intelligence,Roparz Hemon,1936,1964,1999,8,Political Specialist,Medium,M8505,x
8506,Chief of Staff,Yves Creston,1936,1964,1999,8,School of Mass Combat,Medium,M8506,x
8507,Chief of Army,Yves Creston,1936,1964,1999,8,Decisive Battle Doctrine,Medium,M8506,x
8508,Chief of Navy,Loeiz Andouard,1936,1964,1999,8,Power Projection Doctrine,Medium,M8504,x
8509,Chief of Air Force,Olier Mordrel,1936,1964,1999,8,Air Superiority Doctrine,Medium,M8500,x
,Replacements,,,,,,,,,x
8510,Head of State,Hervé Budes de Guébriant,1936,1964,1999,7,Resigned Generalissimo,Medium,M8510,x
8511,Head of Government,Yann Brekilien,1948,1964,1999,2,Undistinguished Suit,Medium,M8511,x
8512,Foreign Minister,Pierre-Henri Teitgen,1938,1964,1999,2,Great Compromiser,Medium,M8512,x
8513,Minister of Armament,Pierre-Henri Teitgen,1938,1964,1999,2,Infantry Proponent,Medium,M8512,x
8514,Minister of Security,Henri Rol-Tanguy,1938,1964,1999,1,Efficient Sociopath,Medium,M8514,x
8515,Head of Military Intelligence,Alan Heusaff,1948,1964,1999,2,Political Specialist,Medium,M8515,x
8516,Chief of Staff,Hervé Budes de Guébriant,1936,1964,1999,7,School of Manoeuvre,Medium,M8510,x
8517,Chief of Army,André Colin,1936,1964,1999,4,elastic defence doctrine,Medium,M8517,x
8518,Chief of Navy,André Colin,1936,1964,1999,4,Base Control Doctrine,Medium,M8517,x
8519,Head of State,Marcel Cachin,1936,1964,1999,1,Die-hard Reformer,Medium,M8519,x
8520,Head of Government,Armand Kéravel,1940,1964,1999,1,Corporate Suit,Medium,M8520,x
8521,Foreign Minister,François Tanguy-Prigent,1939,1964,1999,2,Apologetic Clerk,Medium,M8521,x
8522,Minister of Armament,Victor Le Gorgeu,1936,1964,1999,2,Infantry Proponent,Medium,M8522,x
8523,Head of Military Intelligence,Jacques Desoubrie,1936,1964,1999,8,Dismal Enigma,Medium,M8523,x
8524,Foreign Minister,Jean Simon,1942,1964,1999,6,General Staffer,Medium,M8524,x
8525,Chief of Staff,Jean Simon,1942,1964,1999,6,school of defence,Medium,M8524,x
8526,Chief of Army,Jean Simon,1942,1964,1999,6,static defence doctrine,Medium,M8524,x
8527,Head of State,René Pleven,1936,1964,1999,3,Benevolent Gentleman,Medium,M8527,x
8528,Foreign Minister,Pierre Deshayes,1936,1964,1999,3,Undistinguished Suit,Medium,M8528,x
8529,Minister of Security,Nöel Riou,1936,1964,1999,3,Crime Fighter,Medium,M8529,x
8530,Head of Military Intelligence,Pierre Deshayes,1936,1964,1999,3,Dismal Enigma,Medium,M8528,x
8531,Chief of Army,Charles Le Cocq,1936,1964,1999,3,Guns and Butter Doctrine,Medium,M8531,x
8532,Chief of Navy,René Pleven,1936,1964,1999,3,Base Control Doctrine,Medium,M8527,x
8533,Chief of Air Force,Jean-François Demozay,1945,1964,1999,3,Air Superiority Doctrine,Medium,M8533,x
8534,Head of Military Intelligence,Nöel Riou,1936,1964,1999,3,Political Specialist,Medium,M8529,x
8535,Minister of Security,Gwilherm Berthou,1936,1964,1999,8,Prince of Terror,Medium,M8535,x
8536,Minister of Armament,Gwilherm Berthou,1936,1964,1999,8,Theoretical Scientist,Medium,M8535,x
8537,Foreign Minister,James Bouillé,1936,1964,1999,8,Ideological Crusader,Medium,M8537,x
8538,Foreign Minister,Youenn Drezen,1936,1964,1999,8,Biased Intellectual,Medium,M8538,x
8539,Minister of Security,Youenn Drezen,1936,1964,1999,8,Prince of Terror,Medium,M8538,x
8540,Minister of Armament,Youenn Drezen,1936,1964,1999,8,Infantry Proponent,Medium,M8538,x
8541,Head of State,Maurice Duhamel,1936,1964,1999,8,Die-hard Reformer,Medium,M8541,x
8542,Head of Government,Maurice Duhamel,1936,1964,1999,8,Backroom Backstabber,Medium,M8541,x
8543,Head of Government,Yann Fouéré,1936,1964,1999,5,Silent Workhorse,Medium,M8543,x
8544,Head of State,Yann Goulet,1936,1964,1999,9,Powerhungry Demagogue,Medium,M8544,x
8545,Minister of Armament,Yann Goulet,1936,1964,1999,9,Military Entrepreneur,Medium,M8544,x
8546,Chief of Staff,Yann Goulet,1936,1964,1999,9,School of Psychology,Medium,M8544,x
8547,Foreign Minister,François Taldir-Jaffrennou,1936,1964,1999,7,Biased Intellectual,Medium,M8547,x
