U33,Ruling Cabinet - Start,Name,Start Year,End Year,Retirement Year,Ideology,Personality,Loyalty,Picturename,X
755000,Head of State,Ramiro Noronha,1936,1964,1999,7,Resigned Generalissimo,Medium,unknown,x
755001,Head of State,Irineu Bornhausen,1936,1964,1999,7,powerhungry demagogue,Medium,U33_irineu_bornhausen,x
755002,Head of State,Mário Gomes da Silva,1936,1964,1999,7,Barking Buffoon,Medium,U33_mario_gomes_da_silva,x
755003,Head of State,Adolfo Konder,1936,1964,1999,6,Popular Figurehead,Medium,U33_adolfo_konder,x
755004,Head of State,Walter Peracchi Barcelos,1947,1964,1999,6,Pig-headed Isolationist,Medium,U33_walter_peracchi_barcelos,x
755005,Head of State,Aristiliano Ramos,1936,1964,1999,6,Popular Figurehead,Medium,U33_aristiliano_ramos,x
755006,Head of State,Affonso Alves de Camargo,1936,1964,1999,6,Pig-headed Isolationist,Medium,U33_afonso_camargo,x
755007,Head of State,Caetano Munhoz da Rocha,1936,1964,1999,6,Die-hard Reformer,Medium,U33_caetano_munhoz_da_rocha,x
755008,Head of State,Antonio Augusto de Carvalho Chaves,1936,1964,1999,6,Insignificant Layman,Medium,U33_antonio_augusto_de_carvalho_chaves,x
755009,Head of State,Dagoberto Dulcídio Pereira,1936,1964,1999,6,Autocratic Charmer,Medium,U33_dagoberto_dulcidio_pereira,x
755010,Head of State,João Alexandre Busse,1936,1964,1999,4,Stern Imperialist,Medium,U33_joao_alexandre_busse,x
755011,Head of State,Clotário de Macedo Portugal,1936,1964,1999,4,Weary Stiffneck,Medium,U33_clotario_de_macedo_portugal,x
755012,Head of State,Sinval Saldanha,1936,1964,1999,4,Barking Buffoon,Medium,unknown,x
755013,Head of State,Vespasiano Barbosa Martins,1936,1964,1999,4,Barking Buffoon,Medium,U33_vespasiano_barbosa_martins,x
755014,Head of State,Valmor Argemiro Ribeiro Branco,1936,1964,1999,4,powerhungry demagogue,Medium,U33_valmor_argemiro_ribeiro_branco,x
755015,Head of State,Nereu Ramos,1936,1964,1999,3,Die-hard Reformer,Medium,U33_nereu_ramos,x
755016,Head of Government,Ramiro Noronha,1936,1964,1999,7,Old General,Medium,unknown,x
755017,Head of Government,Irineu Bornhausen,1936,1964,1999,7,Backroom Backstabber,Medium,U33_irineu_bornhausen,x
755018,Head of Government,Mário Gomes da Silva,1936,1964,1999,7,Old General,Medium,U33_mario_gomes_da_silva,x
755019,Head of Government,Adolfo Konder,1936,1964,1999,6,Happy Amateur,Medium,U33_adolfo_konder,x
755020,Head of Government,Walter Peracchi Barcelos,1947,1964,1999,6,Flamboyant Tough Guy,Medium,U33_walter_peracchi_barcelos,x
755021,Head of Government,Aristiliano Ramos,1936,1964,1999,6,Naive Optimist,Medium,U33_aristiliano_ramos,x
755022,Head of Government,Affonso Alves de Camargo,1936,1964,1999,6,Silent Workhorse,Medium,U33_afonso_camargo,x
755023,Head of Government,Caetano Munhoz da Rocha,1936,1964,1999,6,Silent Workhorse,Medium,U33_caetano_munhoz_da_rocha,x
