U30,Ruling Cabinet - Start,Name,Start Year,End Year,Retirement Year,Ideology,Personality,Loyalty,Picturename,X
910910,Head of State,Bunka Kyokai,1936,1964,1999,6,Popular Figurehead,Very High,MBunka,x
910911,Head of Government,Bunka Kyokai,1936,1964,1999,6,Happy Amateur,Very High,MBunka,x
910912,Foreign Minister,Chiang Wei-shui,1936,1964,1999,6,Biased Intellectual,Very High,MChiang,x
910913,Minister of Armament,Koo Hsien-jung,1936,1964,1999,6,Resource Industrialist,Very High,M750005,x
910914,Minister of Security,Lai He,1936,1964,1999,6,Man Of The People,Very High,M750007,x
910915,Head of Military Intelligence,Koo Chen-fu,1936,1964,1999,6,Industrial Specialist,Very High,M750006,x
910916,Chief of Staff,Lin Shao-mao,1936,1964,1999,7,School Of Psychology,Very High,MLin,x
910917,Chief of Army,Lin Shao-mao,1936,1964,1999,7,Elastic Defence Doctrine,Very High,MLin,x
910918,Chief of Navy,Lee Teng-chin,1936,1964,1999,6,Open Seas Doctrine,Very High,M750004,x
910919,Chief of Air Force,Chiu Chin-chuen,1936,1964,1999,6,Air Superiority Doctrine,Very High,M750003,x
910920,Head of State,Aisin-Gioro Zaizhen,1936,1964,1999,8,Weary Stiffneck,Medium,M750016,x
910921,Head of State,Lin Xiantang,1936,1964,1999,7,Stern Imperialist,Very High,M750040,x
910922,Head of State,Lin Sen,1936,1964,1999,7,Weary Stiffneck,Very High,M52001,x
910923,Head of Government,Peng Huaying,1936,1964,1999,8,Flamboyant Tough Guy,Very High,M750001,x
910924,Head of Government,Chiang Wei-shui,1936,1964,1999,6,Flamboyant Tough Guy,Very High,MChiang,x
910925,Foreign Minister,Peng Huaying,1936,1964,1999,8,Ideological Crusader,Very High,M750001,x
910926,Foreign Minister,Lin Xiantang,1936,1964,1999,7,Great Compromiser,Very High,M750040,x
910927,Minister of Armament,Koo Chen-fu,1936,1964,1999,7,Administrative Genius,Very High,M750006,x
910928,Minister of Security,Tsai Peihuo,1936,1964,1999,7,Silent Lawyer,Very High,M750042,x
910929,Head of Military Intelligence,Xie Chunmu,1936,1964,1999,7,Dismal Enigma,Very High,M750041,x
910930,Head of State,Xie Xuehong,1936,1964,1999,1,Popular Figurehead,Very High,M750008,x
910931,Head of Government,Sha Sekko,1936,1964,1999,1,Silent Workhorse,Very High,M750000,x
910932,Foreign Minister,Sha Sekko,1936,1964,1999,1,the cloak n dagger schemer,Very High,M750000,x
910933,Minister of Armament,Lien Wenqing,1936,1964,1999,1,Military Entrepreneur,Very High,M750011,x
910935,Head of Military Intelligence,Xie Xuehong,1936,1964,1999,1,Political Specialist,Very High,M750008,x
910936,Chief of Staff,Zhou Enlai,1936,1964,1999,1,School of Mass Combat,High,M51037,x
910937,Chief of Army,Zhou Enlai,1936,1964,1999,1,Static Defence Doctrine,High,M51037,x
910938,Chief of Navy,Zhou Enlai,1936,1964,1999,1,Power Projection Doctrine,High,M51037,x
910939,Chief of Air Force,Zhou Enlai,1936,1964,1999,1,Air Superiority Doctrine,High,M51037,x
910940,Minister of Armament,Lin Hsiung-cheng,1936,1964,1999,5,Laissez-Faire Capitalist,High,M750043,x
910941,Minister of Armament,Tu Tsung-min,1936,1964,1999,5,Theoretical Scientist,High,M750002,x
910942,Minister of Security,Lin Hsiung-cheng,1936,1964,1999,5,Silent Lawyer,High,M750043,x
910943,Chief of Staff,Tong Li-she,1936,1964,1999,7,School of Fire Support,Very High,L157306,x
910944,Chief of Army,Tong Li-she,1936,1964,1999,7,Decisive Battle Doctrine,Very High,L157306,x
