U34,Ruling Cabinet - Start,Name,Start Year,End Year,Retirement Year,Ideology,Personality,Loyalty,Picturename,X
911300,Head of State,Cafer Seydahmet Kirimer,1936,1964,1999,7,Popular Figurehead,High,AWM_Cafer,x
911301,Head of State,Dimitro Ulyanov,1936,1964,1999,0,Ruthless Powermonger,High,AWM_Ulyanov,x
911302,Head of State,Noman Celebicihan,1936,1964,1999,6,Die-hard Reformer,Medium,AWM_Celebicihan,x
911303,Head of State,Sakhib-Garey Said-Galiyev,1936,1964,1999,3,Benevolent gentleman,High,kai_u34skhbgry,x
911304,Head of State,Adolph Joffe,1936,1964,1999,1,Die-hard Reformer,High,kai_u34adlphjffe,x
911305,Head of State,Aleksander Romanowicz,1936,1964,1999,8,Resigned generalissimo,High,kai_u34alksrmnwc,x
911306,Head of State,Council of People's Commissars,1936,1964,1999,1,Weary Stiffneck,High,MRus Sovnarkom,x
911307,Head of Government,Aleksander Jeljaszewicz,1936,1964,1999,8,Flamboyant tough guy,High,kai_u34alksjlszw,x
911308,Head of Government,Veli Ibrahimov,1936,1964,1999,2,Naive Optimist,High,AWM_Veli,x
911309,Head of Government,Dimitro Ulyanov,1936,1964,1999,1,Flamboyant Tough Guy,Medium,AWM_Ulyanov,x
911310,Head of Government,Beqir Cobanzade,1936,1964,1999,7,Political Protege,Medium,AWM_Beqir,x
911311,Head of Government,Cafer Seydahmet Kirimer,1936,1964,1999,6,Smiling Oilman,High,AWM_Cafer,x
911312,Head of Government,Solomon Krym,1936,1964,1999,5,Political Protege,Medium,AWM_Krym,x
911313,Foreign Minister,Solomon Krym,1936,1964,1999,5,Great Compromiser,High,AWM_Krym,x
911314,Foreign Minister,Yahya Kemal,1936,1964,1999,7,Iron fisted brute,High,AWM_Yahya,x
911315,Foreign Minister,Noman Celebicihan,1936,1964,1999,6,Great Compromiser,Medium,AWM_Celebicihan,x
911316,Foreign Minister,Ismail Ferdevz,1936,1964,1999,7,Biased Intellectual,Medium,AWM_Ferdevz,x
911317,Foreign Minister,Sefika Gaspirali Hanim,1936,1964,1999,4,Ideological Crusader,High,AWM_Sefika,x
911318,Foreign Minister,Seraya Shapshal,1936,1964,1999,3,Biased Intellectual,High,kai_u34srayshpsl,x
911319,Foreign Minister,Alexandra Kollontai,1936,1964,1999,1,Great Compromiser,High,kai_u34alksrkllnti,x
911320,Minister of Armament,Sakhib-Garey Said-Galiyev,1936,1964,1999,3,Resource industrialist,High,kai_u34skhbgry,x
911321,Minister of Armament,Saidzhalyl Hattatov,1936,1964,1999,6,Theoretical Scientist,Medium,AWM_Hattatov,x
911322,Minister of Armament,Fevzi Altug,1936,1964,1999,7,Tank Proponent,High,AWM_Fevzi,x
911323,Minister of Security,Noman Celebicihan,1936,1964,1999,6,Silent Lawyer,Medium,AWM_Celebicihan,x
911324,Minister of Security,Haydar Gaspirali,1936,1964,1999,7,Silent Lawyer,Medium,AWM_Haydar,x
911325,Minister of Security,Yuriy Gaven,1936,1964,1999,1,Prince of Terror,Medium,kai_u34yurigvn,x
911326,Head of Military Intelligence,Yuriy Gaven,1936,1964,1999,1,Technical Specialist,Medium,kai_u34yurigvn,x
911327,Head of Military Intelligence,Mehmet Vani Yursever,1936,1964,1999,6,Naval Intelligence Specialist,Medium,AWM_Yursever,x
911328,Head of Military Intelligence,Hasansabri Ayvazov,1936,1964,1999,7,Dismal Enigma,Medium,AWM_Ayvazov,x
911329,Chief of Staff,Suleiman Sulkevich,1936,1964,1999,7,School of Fire Support,High,AWM_Sulkevich,x
911330,Chief of Staff,Ismail Seifullayev,1936,1964,1999,6,School of Manoeuvre,Medium,AWM_Seifullayev,x
911331,Chief of Staff,Aleksander Romanowicz,1936,1964,1999,8,School of Psychology,High,kai_u34alksrmnwc,x
911332,Chief of Staff,Ivan Nazukin,1936,1964,1999,1,School of Mass Combat,High,kai_u34ivnnzkhn,x
911333,Chief of Army,Ismail Seifullayev,1936,1964,1999,6,Guns and Butter Doctrine,Medium,AWM_Seifullayev,x
911334,Chief of Army,Veli Ibrahimov,1936,1964,1999,2,Decisive Battle Doctrine,Medium,AWM_Veli,x
911335,Chief of Army,Aleksander Jeljaszewicz,1936,1964,1999,8,Guns and Butter Doctrine,High,kai_u34alksjlszw,x
911336,Chief of Navy,Soltan Ahmatkhan,1936,1964,1999,6,Power Projection Doctrine,High,AWM_Ahmatkhan,x
911337,Chief of Navy,Pavlo Dybenko,1936,1964,1999,1,Base Control Doctrine,High,kai_u34pvldbynk,x
911338,Chief of Air Force,Amet-Han Sultan,1936,1964,1999,3,Air Superiority Doctrine,High,Amet-Han_Sultan,x
